id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
2670,松山光北黃金店面,https://buy.yungching.com.tw/house/2247677,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtI4LMhISCP2XEfX-55vWQPR-yv0NUoU7Aln3iB8Q42nqCjARwxYGPHqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,光復北路,27.0,10.0,B1 , 1,60.61,0.0,1.0,1.0,5388,電梯大樓,6.47,49.93,
2671,角窗全聯福利中心,https://buy.yungching.com.tw/house/2248872,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCseBqkWviN9hHynT1ASkNYec1AhF7tPWckuzyf81MoWdIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,萬華區,萬大路,39.1,5.0,1 , 1,330.2,0.0,2.0,0.0,13500,店面,24.66,31.5,
2672,東區金店我最大,https://buy.yungching.com.tw/house/2249849,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvtlCztz-tXzN5JdtjJ7L5jgKSRqBO_AFHFu9i8qWa03Ye6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,忠孝東路四段,33.1,15.0,B1 , B1,51.07,0.0,5.0,0.0,5888,店面,4.13,23.98,
2673,東區面寬三角窗,https://buy.yungching.com.tw/house/2252532,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsNdTY7MSK2fmg0sbDuCbySP4s0xV2QAzcbyz-JIiAfbHBwqq_GS8quqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,復興南路一段,51.9,4.0,1 , 1,50.32,0.0,3.0,0.0,16800,店面,17.39,49.37,
2674,富境高樓露台大戶,https://buy.yungching.com.tw/house/2252563,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsxl_Qc2s7WFpHzaOrwA3JqSVtFETiHHg2rjh7kmUGKZoe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCpCnA_jh0nqHFbVQxTgWbpqQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,內湖區,文湖街,12.5,10.0,9 , 9,30.42,2.0,2.0,1.0,2188,華廈,6.17,19.36,
2675,蘇黎世角窗店面,https://buy.yungching.com.tw/house/2252997,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCva0GmCDPmRIK3p8D0Km_m-LKeRXdAeU5XHmwZyOGcMiIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,內湖區,新湖一路,11.6,7.0,1 , 1,130.12,0.0,1.0,0.0,10880,廠辦,27.01,71.46,(含車位27.66坪)
2676,正中山北路金店面,https://buy.yungching.com.tw/house/2265247,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvvEtSv_-zicqWLwhygYvVd1fQrcAx8rUH5l_sV_TZr4PcaQl6HQAZjqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,中山北路六段,42.2,5.0,1 , 1,25.91,0.0,1.0,1.0,3680,店面,10.61,25.91,
2677,牛年發大財金店,https://buy.yungching.com.tw/house/2271754,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs5L-4pv5ZvGfJxyR6HIjpdyRLih_X3OgrkEZdcECXGqlBypMnswrCGqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,中山北路二段,14.2,14.0,1 , 2,92.25,0.0,1.0,1.0,8666,店面,5.28,35.47,(含車位44.86坪)
2678,徐州路樹海為鄰,https://buy.yungching.com.tw/house/2274929,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtV-cZzJaHPsVShV0ymKibIAoC8e65SGuDwGqTHvlfc5oe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,中正區,徐州路,30.7,9.0,8 , 9,67.19,4.0,3.0,3.0,7398,華廈,17.67,56.98,
2679,大湖國宅電梯三房,https://buy.yungching.com.tw/house/2279605,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu3P76qiQ9IrrxQxdEHGRb2HPJST7f7zFqCIBWLsSLIhYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,內湖區,成功路五段,25.5,16.0,4 , 4,46.74,3.0,2.0,1.5,2800,住宅大樓,8.13,31.6,
2680,敦北保值避險收租,https://buy.yungching.com.tw/house/2290371,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsKviu4oImz_thQlRzp597QoyI2m001waT1emL7539lMYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,松山區,敦化北路,40.2,7.0,3 , 3,38.59,5.0,0.0,4.0,3398,華廈,5.72,31.87,
2681,凱悅觀山豪景雅築,https://buy.yungching.com.tw/house/2291192,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu5I6J7Ti7PkuxBowaOKkXQty1uzER8BrRoFaSSHsDQdoe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,信義區,忠孝東路五段,14.2,13.0,13 , 13,13.25,1.0,1.0,1.0,1480,辦公商業大樓,2.3,8.12,
2682,永吉採光方正頂加,https://buy.yungching.com.tw/house/2291193,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsdtHm3qmOzsmLQUdX15M5GouwIT7Aod9ygImVaMq4MWIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,信義區,永吉路,43.1,5.0,5 , 5,36.49,5.0,3.0,3.0,2288,公寓,9.92,36.48,
2683,內湖舊宗辦公B,https://buy.yungching.com.tw/house/2293147,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsLrNxhqYJr9W7uJg3N5YuIjsNRpk2lPsf7B41gIEhQOJXJ8MRyzchXqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,行忠路,12.4,8.0,5 , 5,109.09,7.0,1.0,1.0,4680,辦公商業大樓,24.43,54.88,(含車位19.11坪)
2684,內湖舊宗辦公A,https://buy.yungching.com.tw/house/2293148,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuP5E-_BIfdii9HcSNncbB6CaojpWDr1Yks10Hb0eR18tzMNg9I33yhqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,行忠路,12.4,8.0,5 , 5,109.09,0.0,1.0,1.0,4680,辦公商業大樓,24.43,54.88,(含車位19.11坪)
2685,天母採光兩房車,https://buy.yungching.com.tw/house/2296858,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuZZIJhE9K2vNuTgSQu-FSIKsuR-urTgUoVe3zaBAfXfcUXuTLHn79fqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,士東路,12.1,8.0,3 , 3,39.78,2.0,2.0,1.0,3280,華廈,7.12,17.39,(含車位10.72坪)
2686,萬年美食街金店面,https://buy.yungching.com.tw/house/2298513,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv7RAhm9pxgWs4gR7R7urzVKXvfXh--HiAilXBZqoMvKIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,萬華區,西寧南路,47.6,10.0,B1 , B1,14.54,0.0,0.0,0.0,1680,電梯大樓,1.81,8.89,
2687,清江市場黃金店面,https://buy.yungching.com.tw/house/2299442,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCupp4nZsBPrv1hvuW5KwuUsQcdkt2aC4y_sNiYen8z-LYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,北投區,清江路,46.4,4.0,1 , 1,31.93,0.0,1.0,2.0,6980,店面,9.53,31.93,
2688,石牌電梯三房平車,https://buy.yungching.com.tw/house/2300078,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs7rCedTn-cN-nZE-mGFOaZ11Qcy57lz1ZCsigS-Tu7RIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,北投區,石牌路二段,13.5,10.0,9 , 9,51.95,3.0,2.0,2.0,2850,華廈,10.05,24.71,(含車位17.15坪)
2689,西門町峨眉大飯店,https://buy.yungching.com.tw/house/2302052,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtYdPw2NH1Y1urZKJChyRjuaBJiPyxDWpO2lJoMYmB2W4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,萬華區,峨眉街,51.2,8.0,B1 , 8,558.31,66.0,3.0,67.0,49800,辦公商業大樓,,558.31,
2690,IC朝南辦公方正,https://buy.yungching.com.tw/house/2303434,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvWy1-C9IpwdGcxQSuXq1jBsvt0sRxsFpTcHf0cPlO5Ooe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,松山區,南京東路五段,18.6,11.0,2 , 2,32.06,1.0,1.0,0.0,2680,辦公商業大樓,2.67,16.5,(含車位)
2691,德惠街高投報店面,https://buy.yungching.com.tw/house/2303527,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu4dZFropWijvBOQjxM8OllVMoDe4yMsy7oFodfwZcjuuyayg35_FbgqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,德惠街,39.0,11.0,1 , 2,58.17,3.0,1.0,4.0,4680,店面,7.68,50.96,
2692,松江捷運收租金店,https://buy.yungching.com.tw/house/2306615,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvg7wa-_Qf7RI6w1dQRncFq2ONrBUeqF40lT6GoZnG30Ie6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,中山區,錦州街,48.7,4.0,1 , 1,28.57,0.0,1.0,1.0,4650,公寓,11.27,28.57,
2693,馬路金店面,https://buy.yungching.com.tw/house/2307511,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuwAGyGHznEXFTqSie9lmt_uVEP7Bdvsk0U1fO5U359Noe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,松山區,南京東路五段,18.6,11.0,1 , 1,23.82,1.0,1.0,0.0,3115,店面,4.22,12.26,(含車位)
2694,璀璨星空景觀戶,https://buy.yungching.com.tw/house/2324020,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuKGiF4yPrTtskm1wvOvjnF7s3zRQQuH475jsDf06SgcJPQGV3jWPNbqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,市民大道三段,12.8,13.0,11 , 11,26.18,2.0,1.0,1.0,1680,住宅大樓,3.64,11.37,
2695,星光熠熠潛力透天,https://buy.yungching.com.tw/house/2349617,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsXKY3X1cmqk2L89p3LbWzgJOhVZ4gPYPRsrxnzw3Cil2d6oUgc-UCnqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,士林區,中正路,55.8,2.0,1 , 2,34.21,3.0,2.0,3.0,5360,透天厝,24.81,34.21,
2696,東區捷運面寬2樓,https://buy.yungching.com.tw/house/2349637,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsKZ1HWVRWET_wwW4wwEzLwiw0m9oDnBrvZFRAv0_KJkYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,延吉街,43.0,7.0,2 , 2,40.24,3.0,1.0,1.0,3980,店面,7.19,35.76,
2697,正羅斯福路角窗,https://buy.yungching.com.tw/house/2354309,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsgl8pjb-1AsxDuBG6WRtoTNTQ9bD66Qx-_Vfqez-s3HIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,文山區,羅斯福路五段,9.2,9.0,1 , 1,34.69,0.0,1.0,1.0,6688,店面,5.34,23.46,(含車位)
2698,牛年大吉邊間店辦,https://buy.yungching.com.tw/house/2356514,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtL-q0o3w15hy9Zwcz-xb1fvBAKbH5SdCd-u_7qlX8gCNH3vrpe5vGYqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,中山北路七段,40.1,7.0,1 , 1,76.55,0.0,1.0,2.0,5380,華廈,15.18,37.87,
2699,忠孝捷運店霸,https://buy.yungching.com.tw/house/2366410,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtFut57jKgSYzMnyG8vUcCizmyJlv723dpd7AM29FgDa4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,信義區,忠孝東路五段,16.4,11.0,1 , 1,15.14,0.0,2.0,1.0,5980,店面,2.99,11.22,
2700,管理高樓捷運兩房,https://buy.yungching.com.tw/house/2369792,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuEk2TXRa4af2CRuPq9Q5x0xbw3rg6P92wc0dkRx6wvfIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,大安區,忠孝東路四段,41.6,14.0,14 , 14,16.25,2.0,1.0,1.0,1820,住宅大樓,1.51,13.41,
2701,綠蔭環繞電梯美廈,https://buy.yungching.com.tw/house/2372808,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuq8707nr9jvrwRPtEUdcK2VG9cStty-Ih6NkHBr9FZaYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,信義區,景雲街,39.9,7.0,3 , 3,41.73,2.0,2.0,2.0,2300,電梯大樓,11.91,34.94,
2702,正汀州路透天店面,https://buy.yungching.com.tw/house/2375448,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt-iAtm5hk9fd08ayY2mzO3KWKCOGrdbCL4jhQFjnjEooe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,中正區,汀州路二段,40.1,5.0,B1 , 5,98.75,4.0,6.0,4.0,6600,透天厝,23.9,87.1,
2703,京水灩景觀住宅,https://buy.yungching.com.tw/house/2375664,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsVzg4dVjqvO4HVxavzSJnpFiGW6k4nt2_ZN5HiHln1x4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,士林區,環河北路三段,8.4,11.0,7 , 7,52.79,2.0,2.0,2.0,2380,住宅大樓,8.27,23.72,(含車位12.27坪)
2704,港墘捷運金店,https://buy.yungching.com.tw/house/2378663,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvovRyjf07r26EcfQsfnU7BTmOfGWquh2A-bBz4YWXB6Ye6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,內湖區,內湖路一段,9.2,14.0,1 , 1,27.37,2.0,1.0,1.0,4450,住宅大樓,3.96,12.34,(含車位8.91坪)
